speaker,gender,filepath,emotion,intensity,cue_t_type,offset_start,offset_end,transcription
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Limerence_1.wav,Limerence,low,,0.52,7.42,"Every thought circles back to you, no matter how hard I try to focus on something else."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AngerPrimary#18_1.wav,AngerPrimary#18,low,,0.71,4.13,This is frustrating. I don't understand why this keeps happening.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_RegretSecondary95_2.wav,RegretSecondary95,low,,0.53,3.95,I wish I had done things differently. It's bothering me a little.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_HappinessSecondary_2.wav,HappinessSecondary,low,,0.52,4.01,"Thank goodness that's over. Finally, I can relax."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AweSecondary62_2.wav,AweSecondary62,low,,0.62,4.53,That's really impressive. I wasn't expecting it to be so unique.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_CompassionSecondary_2.wav,CompassionSecondary,low,,0.0,3.72,"Hey, I'm here if you need anything, okay? Just let me know."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Amae157_2.wav,Amae157,low,,0.52,3.59,Being with you feels like I can let my guard down completely.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_GuiltSecondary_2.wav,GuiltSecondary,low,,0.47,4.16,I feel bad about what happened. I should have handled it better.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_EmbaressmentSecondary63_1.wav,EmbaressmentSecondary63,low,,0.48,4.52,"I wish I could laugh it off, but I can't help feeling awkward about it."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Pride(HappinessAccomplishment)_1.wav,Pride(HappinessAccomplishment),low,,0.25,3.74,I'm happy with how far I've come. It's a good start.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Limerence172_1.wav,Limerence172,low,,0.21,5.07,I can't stop thinking about you. It's like you're always on my mind.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_ConfidenceSecondary_1.wav,ConfidenceSecondary,low,,0.3,3.84,I think I can handle this. It's within my ability.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Yugen151_1.wav,Yugen151,low,,0.45,5.75,The sight of the moon reflected on the ocean fills me with an indescribable wonder.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_JealouslySecondary83_1.wav,JealouslySecondary83,low,,0.47,3.58,I can't help but feel a little envious. I wish I had that.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Boredom(Disinterest)_1.wav,Boredom(Disinterest),low,,0.37,3.82,This isn't very engaging. It's hard to stay focused.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Confidence(HappinessCertainty)_1.wav,Confidence(HappinessCertainty),low,,0.56,4.62,I feel pretty good about this. I think it's going to work out.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Ukiyo_1.wav,Ukiyo,low,,0.4,8.34,"For now, all that matters is the sound of the rain and the warmth of this tea."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ComassionSecondary84_1.wav,ComassionSecondary84,low,,0.49,2.5,"I hope they're okay, I feel for them."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Nostalgia(SentimentallyWarmth)_1.wav,Nostalgia(SentimentallyWarmth),low,,0.57,4.42,That reminds me of good times. It brings back memories.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_DulcineaEffect_1.wav,DulcineaEffect,low,,0.36,3.48,You're everything of every dream dove and more.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_GuiltSecondary74_1.wav,GuiltSecondary74,low,,0.33,3.46,I feel bad about what I did. I shouldn't have acted that way.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ConfidenceSecondary85_2.wav,ConfidenceSecondary85,low,,0.5,3.49,I think I can handle this. I just need to stay focused.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SympathySecondary_1.wav,SympathySecondary,low,,0.53,3.4,I'm sorry that happened. It must have been hard for you.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Nostalgia(SentimentalReflection)_1.wav,Nostalgia(SentimentalReflection),low,,0.31,4.46,I missed those days. They were so simple and carefree.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Hygge_1.wav,Hygge,low,,0.38,8.24,wrapped in a warm blanket by the fire. The world seems safe and serene.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Compassion(LoveEmpathy)_1.wav,Compassion(LoveEmpathy),low,,0.23,3.75,I feel for them. It must be really hard to go through that.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_OptimismSecondary_1.wav,OptimismSecondary,low,,0.53,3.3,I think things will get better. It's just a matter of time.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_InsecuritySecondary90_1.wav,InsecuritySecondary90,low,,0.45,3.88,I don't feel completely confident. I need to work on this more.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_HappynessPrimary_1.wav,HappynessPrimary,low,,0.75,3.84,This is nice. I'm so glad we got time to spend together today.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AnticipationSecondary96_1.wav,AnticipationSecondary96,low,,0.6,4.4,I'm curious to see how things turn out. I have a good feeling about this.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Firgun_1.wav,Firgun,low,,0.2,5.0,Your triumph feels like a gift to us all. What a joy to witness.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_EmbaressmentSecondary_2.wav,EmbaressmentSecondary,low,,0.51,2.97,That was awkward. I hope nobody noticed.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Wabi_2.wav,Wabi,low,,0.32,5.31,"The cracks in the pottery tell a story of resilience, making it even more beautiful."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Hope(AnticipationOptimism)_1.wav,Hope(AnticipationOptimism),low,,0.47,4.32,I think things will work out. We just need to stay patient.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_JoyPrimary(Primary)_1.wav,JoyPrimary(Primary),low,,0.25,3.28,This makes me smile. It's such a nice moment.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_NostalgiaSecondary_2.wav,NostalgiaSecondary,low,,0.53,3.69,This brings back some nice memories. It's been a while.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AngerPrimary#18_2.wav,AngerPrimary#18,low,,0.88,4.73,This is frustrating. I don't understand why this keeps happening.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_LonlinessSecondary_2.wav,LonlinessSecondary,low,,0.72,4.75,Sometimes I just feel so alone it's hard to explain.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AnxietyPrimary_1.wav,AnxietyPrimary,low,,0.94,3.38,"I feel uneasy, I can't seem to relax."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SupriseSecondary68_1.wav,SupriseSecondary68,low,,0.71,3.18,"Oh, that's unexpected. I didn't see that coming."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Komorebi_1.wav,Komorebi,low,,0.82,5.38,"The light dances through the trees, painting patterns of warmth on the ground."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Mononoaware_2.wav,Mononoaware,low,,0.68,5.14,"The cherry blossoms fall, reminding me that beauty is fleeting."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Determination(PerseveranceFocus)_1.wav,Determination(PerseveranceFocus),low,,0.29,3.68,I'll keep trying. I'm not giving up just yet.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Awe(WonderAstonishment)_1.wav,Awe(WonderAstonishment),low,,0.4,4.71,That's really impressive. I wasn't expecting it to be so unique.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_EnvySecondary92_1.wav,EnvySecondary92,low,,0.45,3.2,I wish I had what they do. It's not hard to compare.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_LonelinessSecondary58_1.wav,LonelinessSecondary58,low,,0.66,4.4,It's been a while since I connected with someone. I feel a little empty.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Vemodalen_1.wav,Vemodalen,low,,0.36,6.51,Every idea feels like a shadow of something that's come before. Yet I still can't stop trying.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Sisu164_1.wav,Sisu164,low,,0.29,3.93,"I've come too far to give up now, and nothing will stop me."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_GreifSecondary88_1.wav,GreifSecondary88,low,,0.55,3.68,It's hard to process. I missed them so much.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Mudita174_1.wav,Mudita174,low,,0.34,4.24,I'm so proud of you. This is your moment to shine.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Acedia_1.wav,Acedia,low,,0.27,5.53,"The world feels distant, and I struggle to summon the energy to engage."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Frustration(AngerImpatience)_1.wav,Frustration(AngerImpatience),low,,0.24,3.86,This is really irritating. I wish it didn't take so long.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Nikhedonia_1.wav,Nikhedonia,low,,0.23,6.28,"I can already see myself crossing the finish line, and it feels incredible."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_RegretSecondary95_1.wav,RegretSecondary95,low,,0.38,3.46,I wish I had done things differently. It's bothering me a little.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Resfeber171_1.wav,Resfeber171,low,,0.36,5.45,I can't believe the trip is finally here. So much to look forward to.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_ShameSecondary_1.wav,ShameSecondary,low,,0.24,4.55,I feel embarrassed. It wasn't my best moment.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Acedia_2.wav,Acedia,low,,0.58,5.75,The world feels distant and I struggle to summon the energy to engage.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Limerence172_1.wav,Limerence172,low,,0.88,5.21,I can't stop thinking about you. It's like you're always on my mind.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_FrustrationSecondary_2.wav,FrustrationSecondary,low,,0.57,3.51,This is getting a little annoying. I wish it were easier.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Pronoia_1.wav,Pronoia,low,,0.63,4.8,I just feel like everything is falling into place perfectly.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_TriumphSecondary_2.wav,TriumphSecondary,low,,0.42,3.24,"I'm glad we made it through, it feels like a small victory."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_BoredomSecondary_1.wav,BoredomSecondary,low,,0.43,3.74,"This isn't very engaging, it's hard to stay focused."
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_ExcitementSecondary_1.wav,ExcitementSecondary,low,,0.0,2.13,I'm looking forward to it. It should be fun.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Jouska_1.wav,Jouska,low,,0.3,5.43,"If I just said what I really felt, would things have turned out differently?"
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Limerence143_2.wav,Limerence143,low,,0.45,5.22,"Every thought circles back to you, you've become the center of my world."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ContentmentPrimary97_1.wav,ContentmentPrimary97,low,,0.57,2.48,"I feel pretty good, it's been a nice day."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Ubuntu_1.wav,Ubuntu,low,,0.43,6.22,We are bound together. Each of us lifting the other to greater heights.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Edward_CalmnessPrimary_1.wav,CalmnessPrimary,low,,0.0,2.28,"Hey, everything's okay. Just take a deep breath."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_AnticipationSecondary_2.wav,AnticipationSecondary,low,,0.44,4.04,I can't wait to see how this turns out. It's exciting to think about.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_Pronoia177_1.wav,Pronoia177,low,,0.41,3.54,I just feel like everything is falling into place perfectly.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_ShameSecondary78_1.wav,ShameSecondary78,low,,0.48,3.81,I feel a little embarrassed. I wish I'd handle that differently.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_SuspicionSecondary91_2.wav,SuspicionSecondary91,low,,0.48,3.88,"I'm not entirely sure, I feel something might be off."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Anticipation(ExcitementApprehension)_1.wav,Anticipation(ExcitementApprehension),low,,0.42,5.16,I'm curious to see how things turn out. I have a good feeling about this.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_EmbaressmentSecondary63_2.wav,EmbaressmentSecondary63,low,,0.48,3.98,"I wish I could laugh it off, but I can't help feeling awkward about it."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Suspicion(AnticipationDoubt)_1.wav,Suspicion(AnticipationDoubt),low,,0.19,5.92,"Hmm, something feels off. I'm not entirely convinced."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Jayson_Sympathy(CompassionEmpathy)_1.wav,Sympathy(CompassionEmpathy),low,,0.24,3.4,I'm sorry that happened. It must have been hard for you.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/low/Connor_DissapointmentSecondary69_1.wav,DissapointmentSecondary69,low,,0.51,3.36,"That's unfortunate, I was really hoping for something better."
